system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev
14805_0,34,128,2,5,7,1
14806_0,41,136,0,4,7,1
14807_0,23,136,2,7,3,1
14808_0,55,1,2,9,12,5.5
14810_0,80,0,0,8,27,11
14811_0,41,128,2,4.5,8,1
14812_0,31,136,2,0,3,0
14813_0,21,133,2,5,3,1
14814_0,25,136,2,5,3,1
14815_0,29,128,2,6,7,2
14816_0,50,128,0,4,12,2
14818_0,65,33,2,9,16,5
14819_0,43,128,2,4,7,1
14820_0,32,128,2,5,6,1
14821_0,9,160,0,0,1,0
14822_0,15,128,2,7,2,1
14823_0,14,128,0,7,2,1
14824_0,27,136,2,5,6,1
14825_0,10,128,0,0,2,0
14826_0,27,128,2,7,6,2
14827_0,10,128,2,0,1,0
14828_0,55,128,2,3,11,1
14829_0,62,4,2,9,16,5
14831_0,63,0,0,9,15,4
14833_0,9,160,10,6,1,1
14834_0,12,136,2,6,2,1
14835_0,41,128,0,5,9,2
14836_0,13,129,0,7,2,1
14837_0,91,0,34,5.5,43,10
14839_0,17,136,2,9,3,1
14840_0,7,136,2,0,1,0
14841_0,24,128,2,7,3,1
14842_0,41,128,2,3,8,1
14844_0,64,0,2,9,16,4
14845_0,68,128,0,4,17,2
14846_0,7,160,0,0,1,0
14847_0,21,136,2,5,3,1
14848_0,43,128,0,4,10,1
14849_0,35,129,0,6,8,2
14853_0,40,129,2,5,10,2
14854_0,17,128,2,8,3,1
14855_0,9,164,8,4,1,1
14856_0,36,128,0,4,6,1
14857_0,62,8,2,9,13,4
14858_0,11,136,0,7,2,1
14860_0,35,128,0,5,8,2
14861_0,10,128,0,6,2,1
14862_0,9,128,0,0,1,0
14863_0,21,136,2,5,3,1
14865_0,51,8,2,9,10,3
14866_0,71,0,2,9,21,10
14867_0,19,128,2,7,3,2
14868_0,48,128,0,4,13,2
14869_0,15,128,0,7,2,1
14870_0,11,160,2,6,2,1
14871_0,45,5,2,9,10,3
14872_0,27,128,2,5,5,1
14873_0,54,128,0,4,14,2
14874_0,28,129,0,5,5,1
14875_0,58,4,0,9,13,4
14876_0,11,128,2,6,2,1
14877_0,44,136,2,5,10,2
14878_0,24,128,0,5,4,1
14879_0,28,136,2,5,4,1
14880_0,20,128,0,8.5,3,2
14881_0,38,128,0,5,7,2
14883_0,20,128,0,8,3,1
14884_0,13,128,0,7,2,1
14885_0,16,132,2,8,2,1
14886_0,10,160,2,0,1,0
14888_0,11,128,0,6,2,1
14889_0,10,136,0,6,2,1
14890_0,43,128,0,4,7,1
14891_0,39,128,0,5,6,1
14892_0,31,128,0,4,5,1
14893_0,50,128,2,3,9,1
14894_0,25,128,2,6,5,1
14895_0,19,136,2,5,3,1
14896_0,29,128,0,6,5,1
14897_0,18,136,2,5,3,1
14898_0,7,160,0,0,1,0
14899_0,10,136,0,6,2,1
14900_0,8,128,0,0,1,0
14901_0,35,128,0,4.5,7,1
14902_0,30,128,0,5,6,1
14903_0,9,136,18,5,2,1
14905_0,65,0,2,9,16,5
14906_0,65,8,2,8.5,14,4.5
14907_0,10,129,2,6,2,1
14908_0,77,0,2,8,25,11
14909_0,32,128,2,6,5,1
14910_0,18,129,2,8,3,2
14912_0,69,0,0,10,20,9
14913_0,13,128,0,7,2,1
14915_0,13,128,0,7,2,1
14916_0,69,8,2,9,19,10
14918_0,43,128,2,5,12,2
14919_0,11,128,0,6,2,1
14921_0,36,136,2,6,7,1
14923_0,16,128,2,6,3,1
14924_0,25,128,2,5,5,1
14925_0,35,128,2,6,6,1
14926_0,37,128,2,4,10,2
14927_0,43,128,2,5,11,2
14930_0,77,8,2,7,25,9.5
14931_0,85,4,34,7,36,10
14932_0,10,160,0,0,1,0
14933_0,38,132,2,5,8,1
14934_0,77,0,2,8,28,11
14936_0,82,0,2,7,29,11
14937_0,41,128,2,5,11,2
14938_0,37,128,0,6,7,1
14939_0,36,136,2,4,6,1
14941_0,11,136,2,5,2,1
14942_0,11,136,0,6,2,1
14943_0,9,160,8,4,1,1
14944_0,20,128,2,8,3,2
14945_0,36,136,2,3,7,1
14947_0,33,129,0,5,7,1
14948_0,10,128,2,6,2,1
14949_0,39,128,0,5,9,2
14950_0,17,129,0,6,3,1
14951_0,56,128,2,4,15,2
14952_0,35,128,2,5,7,1
14954_0,69,8,0,9,20,6
14955_0,14,161,2,7,2,1
14956_0,68,0,2,10,20,10
14958_0,34,128,0,5,8,2
14959_0,23,128,0,8,4,1
14961_0,37,128,0,5,8,1
14962_0,58,128,0,4,17,2
14963_0,16,161,2,7.5,2,1
14964_0,25,136,2,6,4,1
14965_0,49,8,2,9,10,3
14966_0,13,136,2,5,2,1
14967_0,12,128,0,6,2,1
14968_0,46,128,2,4,10,1
14969_0,35,136,2,5,6,1
14970_0,38,128,0,4,9,1
14971_0,85,0,32,6,38,11
14972_0,43,128,2,5,8,1
14973_0,77,0,0,8,25,11
14974_0,30,128,2,5,5,1
14975_0,56,128,2,5,13,2
14976_0,83,8,16,7,29,11
14977_0,47,128,2,5,10,2
14979_0,61,128,2,4,19,2
14980_0,13,128,0,7,2,1
14981_0,40,128,2,5,7,1
14982_0,18,130,0,5,3,1
14985_0,47,129,0,5,9,1
14987_0,31,128,0,5,6,1
14989_0,93,8,97,7,52,6.5
14991_0,9,160,0,0,1,0
14992_0,14,128,0,7,2,1
14993_0,60,4,2,9,14,4
14994_0,25,128,2,5,4,1
14995_0,66,9,2,9,19,10
14996_0,60,0,2,9,13,4
14997_0,57,129,0,4,15,2
14998_0,17,128,2,6,3,1
14999_0,16,128,0,7,2,1
15000_0,36,2,2,9,7,2
15001_0,12,128,0,7,2,1
15003_0,28,129,2,5,5,1
15004_0,48,128,2,5,13,2
15005_0,10,160,2,0,1,0
15006_0,38,128,2,4,7,1
15007_0,53,128,2,4,13,2
15009_0,12,128,2,7,2,1
15010_0,25,128,0,7,5,2
15011_0,32,128,2,0,6,0
15012_0,10,128,2,6,2,1
15014_0,32,8,2,9,7,6.5
15015_0,26,129,0,7,4,2
15016_0,39,128,2,6,8,1
15018_0,27,4,97,9,6,4
15019_0,92,8,97,7,48,4
15020_0,9,136,0,0,1,0
15021_0,45,128,2,5,11,2
15022_0,8,136,2,0,1,0
15024_0,75,0,2,8,22,10
15025_0,37,128,2,4,5,1
15027_0,24,136,2,5,3,1
15028_0,81,8,2,7,30,11
15029_0,60,0,2,9,14,3
15031_0,12,128,0,6,2,1
15032_0,15,128,2,7,2,1
15035_0,17,8,97,9,3,3
15036_0,22,128,0,7,4,1
15037_0,68,8,2,9,20,9
15038_0,36,128,2,5,7,1
15040_0,88,0,32,5,36,11.5
15041_0,16,136,2,5,3,1
15043_0,21,136,2,5,3,1
15044_0,73,0,2,9,22,10
15045_0,10,128,0,0,1,0
15047_0,41,136,2,4,7,1
15048_0,40,128,2,5,10,2
15049_0,24,8,97,10,5,4
15050_0,16,132,2,5,2,1
15051_0,16,128,0,7,2,1
15052_0,14,136,2,6,2,1
15054_0,30,128,0,5,6,1
15055_0,52,4,2,9,13,5
15056_0,9,136,0,0,1,0
15057_0,32,132,2,5,5,1
15058_0,86,0,32,5,38,11
15060_0,7,136,0,0,1,0
15061_0,14,128,0,6,3,1
15062_0,1,160,99,0,0,0
15063_0,23,136,2,6,3,1
15064_0,59,4,2,9,16,5
15065_0,54,136,2,3,11,1
15066_0,66,4,2,9,18,5
15067_0,9,128,0,0,1,0
15068_0,13,136,0,6,2,1
15069_0,13,136,0,7,2,1
15070_0,9,128,0,0,1,0
15071_0,20,136,0,5,3,1
15072_0,33,128,2,5,8,1
15073_0,93,8,34,8,52,4.5
15074_0,14,128,0,7,2,1
15075_0,10,128,0,0,1,0
15077_0,59,4,2,10,14,4
15080_0,22,128,2,8,4,2
15081_0,83,0,2,7,31,13
15082_0,11,128,2,6,2,1
15083_0,32,128,2,5,8,2
15084_0,9,128,0,0,1,0
15085_0,38,128,2,6,9,2
15087_0,10,136,0,0,1,0
15089_0,13,136,2,7,2,1
15091_0,38,128,0,4,11,2
15092_0,25,128,0,5,5,1
15093_0,13,136,0,7,2,1
15094_0,24,132,2,5,5,1
15095_0,39,128,0,5,8,1
15096_0,28,128,2,5,5,1
15098_0,11,160,2,6,2,1
15099_0,15,128,2,8,2,1
15100_0,9,128,0,0,1,0
15101_0,51,136,2,5,11,2
15102_0,34,128,0,6,7,2
15104_0,9,128,0,0,1,0
15105_0,16,128,0,8,3,1
15106_0,49,136,0,5,10,2
15107_0,39,128,2,6,8,1
15108_0,25,128,0,6,4,1
15109_0,20,133,2,4,3,1
15111_0,64,8,2,8,17,5
15112_0,28,128,0,6,5,1
15113_0,12,136,0,7,2,1
15114_0,66,0,2,9,19,5
15115_0,48,0,2,9,10,3
15116_0,12,161,2,5,2,1
15121_0,20,136,0,5,3,1
15123_0,29,128,2,5,6,1
15124_0,9,160,0,0,1,0
15126_0,13,136,2,6,2,1
15127_0,45,128,2,4,11,1
15128_0,53,128,0,4,15,2
15130_0,12,160,0,7,2,1
15131_0,43,128,2,4,7,1
15132_0,43,137,2,4,9,1
15135_0,10,136,0,6,2,1
15136_0,50,128,2,4,13,2
15138_0,48,128,0,5,10,1
15140_0,56,128,2,4,15,2
15141_0,39,128,2,5,7,1
15142_0,40,128,0,5,10,2
15143_0,40,128,2,5,9,2
15144_0,91,8,34,6,46,10
15145_0,21,128,2,7,3,2
15146_0,32,136,2,6,6,1
15147_0,52,128,2,5,13,2
15148_0,7,136,0,0,1,0
15150_0,9,160,0,0,1,0
15151_0,61,128,0,4,18,2
15152_0,37,128,2,6,8,2
15153_0,81,1,16,7,29,11
15154_0,38,128,0,6,9,2
15155_0,16,128,0,7,2,1
15156_0,48,4,2,9,10,4
15157_0,41,4,2,9,6,3
15158_0,55,128,0,4,16,2
15159_0,12,160,2,4,2,1
15160_0,52,128,2,4,14,2
15161_0,50,8,2,9,9,3
15162_0,20,128,0,8,3,2
15164_0,69,0,2,9,21,7
15167_0,43,128,2,3,7,1
15168_0,12,128,0,6,2,1
15169_0,26,132,2,6,5,1
15170_0,48,128,0,5,10,1
15171_0,13,128,0,6,2,1
15173_0,34,136,2,5,7,1
15174_0,83,0,2,7,30,12
15175_0,20,136,2,6,3,1
15176_0,39,8,32,7,9,10
15177_0,21,128,0,6,4,1
15178_0,26,128,0,5,5,1
15179_0,39,128,2,5,7,1
15181_0,54,1,2,8,12,3
15182_0,16,128,0,7,2,1
15185_0,75,0,2,8,24,11
15186_0,36,128,0,5,9,1
15187_0,24,128,2,6,3,1
15188_0,92,8,34,5,47,9
15189_0,22,128,0,5,3,1
15190_0,84,0,2,7,31,12
15191_0,39,136,2,4,7,1
15192_0,49,128,0,5,12,2
15193_0,56,8,2,9,13,4
15194_0,56,128,2,4,16,2
15195_0,30,128,0,6,7,2
15196_0,23,128,0,7,4,1
15197_0,51,128,0,5,12,2
15198_0,58,1,2,9,15,4.5
15199_0,91,8,32,5.5,43,11
15201_0,9,160,0,0,1,0
15202_0,79,0,2,8,24,11
15203_0,17,128,2,8,3,1
15206_0,12,136,0,7,2,1
15208_0,14,128,0,7,2,1
15210_0,27,128,2,6,3,2
15211_0,43,132,2,5,9,2
15212_0,76,0,2,8,26,11
15213_0,16,136,2,8,2,1
15214_0,17,128,0,8,3,2
15216_0,16,128,0,7,3,1
15217_0,33,128,0,6,6,1
15220_0,83,8,2,6,30,11
15221_0,47,129,2,5,10,2
15222_0,33,128,0,4,8,1
15223_0,12,128,0,6,2,1
15224_0,19,128,0,7,3,1
15225_0,42,129,2,4,11,2
15226_0,37,128,0,6,9,2
15227_0,67,0,2,9,19,9
15228_0,63,5,2,8,17,5
15229_0,25,137,0,5,5,1
15230_0,10,136,2,4,2,1
15231_0,51,0,2,8,11,3
15232_0,37,128,2,5,8,1
15234_0,1,161,97,6,0,1
15235_0,39,136,0,5,8,1
15236_0,9,128,0,0,1,0
15238_0,16,128,2,7,3,1
15239_0,10,136,2,5,1,1
15240_0,11,136,2,6,2,1
15241_0,45,128,0,5,10,1
15243_0,41,132,2,5,8,1.5
15244_0,81,0,18,7,28,11
15245_0,22,128,2,7,4,2
15246_0,9,160,0,0,1,0
15247_0,7,160,8,0,1,0
15249_0,10,136,0,0,1,0
15250_0,23,128,2,7,4,2
15251_0,12,128,0,6,2,1
15252_0,59,129,2,4,16,2
15254_0,12,136,0,7,2,1
15256_0,91,8,32,5,46,9.5
15257_0,80,0,2,7,28,12
15258_0,39,128,0,5,9,2
15259_0,57,0,2,8,14,4
15260_0,37,128,2,5,8,1
15261_0,32,128,2,5,6,1
15262_0,71,8,2,9,22,10
15265_0,28,128,0,6,6,1
15266_0,11,160,2,0,2,0
15268_0,9,128,0,0,1,0
15269_0,29,128,0,7,5,1
15272_0,71,0,0,9,21,10
15273_0,42,128,0,5,11,2
15274_0,50,128,0,4,12,2
15275_0,34,128,2,5,8,2
15276_0,37,128,0,5,8,2
15277_0,9,136,0,0,1,0
15278_0,9,128,0,0,1,0
15279_0,72,0,2,9,22,10
15280_0,62,0,2,9,14,4
15281_0,34,128,0,6,7,2
15283_0,47,129,0,4,12,1.5
15284_0,31,128,2,6,7,2
15286_0,12,128,2,6,2,1
15287_0,28,136,2,5,5,1
15288_0,9,128,0,0,1,0
15289_0,15,128,0,8,2,1
15290_0,42,128,0,5,8,1
15291_0,10,160,2,0,1,0
15292_0,12,128,2,7,2,1
15294_0,18,136,2,6,3,1
15295_0,61,0,2,9,16,5
15296_0,83,8,16,7,29,11
15297_0,38,128,0,4,8,1
15300_0,85,8,16,7,33,11
15302_0,25,128,2,7,5,2
15303_0,24,8,2,9,4,3
15304_0,11,136,2,6,2,1
15306_0,16,128,0,8,2,1
15307_0,24,128,2,5,4,1
15308_0,14,128,0,4,2,1
15309_0,39,128,2,4,6,1
15310_0,42,128,2,3,7,1
15311_0,51,0,2,9,8,4
15312_0,16,128,0,8,2,1
15313_0,75,0,2,8,26,11
15314_0,66,8,2,9,15,4
15315_0,46,128,2,4,11,2
15318_0,10,128,0,0,1,0
15319_0,51,128,0,4,13,2
15320_0,27,136,2,4,4,1
15321_0,29,128,0,6,6,1
15322_0,40,132,2,4,9,1
15324_0,28,128,0,6,6,2
15325_0,35,129,2,4.5,8,1
15326_0,33,128,2,4,5,1
15327_0,64,129,2,4,18,2
15328_0,11,32,97,8.5,2,3
15329_0,38,128,0,5,10,2
15330_0,42,128,2,5,10,1
15331_0,37,129,0,5,9,1
15333_0,31,129,0,4,5,1
15334_0,23,136,2,5,3,1
15335_0,86,0,32,7,36,12
15336_0,14,128,2,7,2,1
15338_0,9,161,0,0,1,0
15339_0,31,128,2,6,7,2
15341_0,40,128,2,4,10,2
15342_0,23,128,2,6,4,1
15343_0,62,9,2,10,14,4
15344_0,19,128,2,8,3,2
15345_0,27,136,2,4,4,1
15346_0,81,0,2,8,29,12
15347_0,10,136,0,5,2,1
15349_0,70,0,0,10,20,9.5
15350_0,34,128,0,5,7,1
15351_0,37,128,2,4,7,1
15352_0,14,136,2,7,2,1
15353_0,16,128,2,8,3,1
15354_0,11,128,2,6,2,1
15355_0,19,128,0,9,3,1
15356_0,50,0,2,9,10,3
15358_0,32,128,2,6,6,1
15359_0,26,136,2,6,5,1
15360_0,23,8,97,10,5,7
15361_0,10,128,0,5,1,1
15362_0,54,136,0,5,12,2
15363_0,69,0,2,10,20,9
15364_0,22,129,0,6,4,1
15368_0,13,136,0,7,2,1
15369_0,52,128,2,3,9,1
15370_0,26,128,2,5,5,1
15371_0,24,128,2,6.5,4,2
15373_0,10,128,0,0,1,0
15375_0,13,136,0,7,2,1
15376_0,7,160,97,4,1,1
15377_0,36,128,0,5,7,1
15379_0,93,8,97,8,52,12
15380_0,44,128,2,4,11,1
15381_0,20,136,2,5,3,1
15382_0,32,128,2,5,7,2
15383_0,80,4,32,7,22,7
15384_0,10,128,0,0,1,0
15385_0,63,1,0,9,14,3.5
15387_0,31,128,2,6,8,2
15389_0,19,128,0,9,3,1
15390_0,51,128,0,4,14,1
15392_0,76,0,2,8,24,11
15393_0,93,8,97,8,52,5
15394_0,36,136,0,5,7,1
15395_0,26,128,2,7,5,2
15396_0,59,128,2,4,16,2
15397_0,14,128,0,7,2,1
15398_0,9,128,2,0,1,0
15399_0,54,128,2,5,12,2
15402_0,21,128,2,5,3,1
15403_0,24,132,2,4,4,1
15406_0,43,128,0,5,10,1
15409_0,0,160,97,0,0,0
15410_0,9,160,8,5,1,1
15412_0,13,128,0,7,2,1
15413_0,7,136,0,0,1,0
15414_0,14,136,2,4,2,1
15416_0,24,128,0,6,4,1
15417_0,39,4,2,8.5,8,3
15418_0,29,132,2,5,5,1
15420_0,19,128,0,6,3,1
15421_0,27,128,2,6,5,1
15422_0,52,8,2,9,9,3
15423_0,48,4,2,9,9,3
15424_0,61,5,0,9,15,5
15425_0,18,128,0,6,3,1
15426_0,17,136,2,5,3,1
15428_0,34,136,0,6,6,1
15429_0,92,8,97,7,50,9
15430_0,59,0,2,9,12,3
15431_0,17,136,2,5,3,1
15432_0,15,128,0,7,2,1
15433_0,33,136,2,5,7,1
15434_0,13,136,2,5,2,1
15435_0,71,0,2,8,22,11
15436_0,31,8,8,8,6,10
15437_0,37,128,2,5,8,1
15438_0,29,128,0,6,6,1
15440_0,31,136,2,5,5,1
15441_0,44,128,2,5,8,1
15442_0,45,4,2,9,7,3
15443_0,1,160,97,6,0,1
15444_0,73,8,2,7,24,12
15445_0,38,132,2,5,8,1
15446_0,23,136,2,5,4,1
15448_0,46,132,2,5,10,2
15449_0,12,128,0,6,2,1
15450_0,48,128,2,3,9,1
15451_0,13,128,0,6,2,1
15452_0,13,128,0,7,2,1
15453_0,60,0,2,9,13,3
15454_0,14,128,2,6,2,1
15455_0,21,128,2,7,3,2
15457_0,28,129,2,5,5,1
15458_0,73,0,0,9,23,11
15460_0,27,136,2,5,5,1
15461_0,68,4,2,8,20,11
15462_0,22,136,0,7,4,1
15464_0,9,136,2,0,1,0
15465_0,45,136,2,3,8,1
15468_0,32,129,2,5,6,1
15469_0,29,128,2,5,5,1
15470_0,23,128,2,6,5,1
15471_0,62,0,2,9,17,9
15472_0,29,128,2,6.5,5,1
15473_0,37,136,2,4,7,1
15474_0,15,128,0,7,2,1
15475_0,31,128,0,6,6,1
15476_0,52,128,2,4,12,1.5
15479_0,22,128,0,8,4,1
15481_0,14,128,0,7,2,1
15482_0,9,160,8,5,2,1
15484_0,27,128,2,6,5,1
15485_0,24,128,0,7,4,1
15487_0,35,128,0,5,7,1
15489_0,54,128,0,4,12,2
15490_0,39,128,0,5,7,1
15491_0,12,128,0,6,2,1
15492_0,53,1,2,9,13,4
15493_0,58,136,0,3,12,1
15494_0,15,128,0,8,2,1
15495_0,32,128,2,6,6,2
15496_0,32,128,2,6,5,1
15497_0,35,128,2,4,9,2
15498_0,10,128,0,6,2,1
15499_0,25,128,0,6,4,1
15501_0,54,0,2,10,12,3
15502_0,48,128,0,5,13,2
15503_0,20,128,2,6,3,1
15504_0,11,136,2,5,2,1
15505_0,32,128,0,6,7,2
15506_0,70,1,32,7,23,11
15507_0,29,128,0,6,5,1
15508_0,13,132,2,5,2,1
15509_0,93,8,97,5.5,50,8.5
15510_0,79,0,2,8,27,11
15511_0,40,128,2,5,8,1
15513_0,88,0,16,6,33,12
15514_0,83,0,16,7,36,11
15515_0,25,136,2,6,4,1
15516_0,57,128,2,4,14,2
15517_0,17,128,0,8,3,1
15519_0,13,136,0,7,2,1
15521_0,15,128,0,7,2,1
15523_0,56,132,0,5,13,2
15524_0,25,128,0,7,4,2
15525_0,23,128,0,5,3,1
15527_0,27,128,2,7,4,1.5
15528_0,79,0,8,7,26,10
15529_0,7,128,0,0,1,0
15530_0,55,4,2,9,10,4
15531_0,25,128,0,6,4,1
15532_0,35,136,2,5,6,1
15533_0,43,128,2,5,10,2
15534_0,42,128,0,5,10,2
15535_0,38,128,0,6,7,1
15536_0,27,136,2,4,5,1
15537_0,11,128,0,7,2,1
15540_0,36,129,2,5,7,1
15541_0,59,4,2,10,14,8
15543_0,52,128,0,4,15,2
15544_0,10,128,0,0,1,0
15546_0,41,128,0,5,8,2
15547_0,46,128,2,3,9,1
15549_0,92,8,34,6,51,5
15550_0,22,128,0,7,3,1
15551_0,67,4,2,9,19,10
15552_0,13,160,0,7,2,1
15554_0,73,0,2,9,22,11
15555_0,54,128,2,4,13,2
15556_0,16,128,0,7,2,1
15557_0,30,136,0,7,5,1.5
15558_0,52,1,2,9,12,3
15559_0,17,128,2,4,3,1
15560_0,14,160,2,6,2,1
15561_0,13,128,0,7,2,1
15563_0,14,128,0,7,2,1
15565_0,33,136,2,6,5,1
15566_0,80,0,32,7,29,11
15567_0,10,136,2,6,2,1
15568_0,67,0,2,10,18,6
15569_0,43,8,2,8,8,3
15570_0,19,128,2,7,3,2
15572_0,47,136,2,5,10,1
15573_0,11,136,2,6,2,1
15574_0,19,136,2,4,3,1
15575_0,43,5,2,9,8,2.5
15576_0,51,128,2,3,10,1
15577_0,16,128,2,8,2,1
15578_0,10,128,0,5,2,1
15579_0,13,128,0,7,2,1
15580_0,29,128,2,5,6,1
15581_0,52,129,2,4,13,2
15583_0,15,136,2,7,2,1
15584_0,9,128,0,0,1,0
15587_0,13,136,2,5,2,1
15588_0,38,128,2,5,9,1
15589_0,86,9,8,6,35,12
15590_0,37,128,0,5,9,2
15591_0,30,136,0,5,5,1
15592_0,28,128,2,6,5,1
15593_0,39,128,2,5,10,2
15594_0,79,0,2,7,29,12
15596_0,19,136,2,5,3,1
15597_0,51,128,2,3,10,1
15598_0,36,9,2,8,7,2
15599_0,22,128,2,7,4,2
15601_0,13,136,2,5,2,1
15602_0,85,0,32,7,35,11
15603_0,10,160,2,0,1,0
15605_0,67,0,2,9,17,5
15607_0,49,128,2,4,13,2
15608_0,46,8,2,9,11,3
15609_0,22,128,2,6.5,4,2
15610_0,51,128,2,4,13,2
15611_0,27,136,2,5,3,1
15613_0,36,128,0,5,7,1
15616_0,61,4,2,7,15,4
15618_0,56,128,0,4,15,2
15619_0,12,128,0,6,2,1
15620_0,12,128,0,7,2,1
15621_0,38,128,2,5,7,1
15622_0,10,136,2,0,1,0
15623_0,11,128,2,6,2,1
15624_0,17,128,0,9,3,1
15625_0,43,128,2,5,11,2
15626_0,24,136,0,5,5,1
15627_0,28,129,0,6,5,1
15628_0,40,128,2,5,8,2
15630_0,9,128,0,0,1,0
15631_0,14,136,0,7,2,1
15632_0,18,128,0,6,3,1
15633_0,68,0,2,10,19,5
15634_0,28,128,0,6,5,1
15635_0,52,128,2,5,12,2
15636_0,82,8,34,8,30,10
15637_0,56,128,2,4,14,2
15638_0,48,128,2,5,12,2
15639_0,28,128,0,5,5,1
15640_0,23,128,0,6,5,1
15641_0,34,128,2,6,8,2
15642_0,32,128,0,6,6,1
15643_0,7,136,0,0,1,0
15644_0,39,128,2,4,7,1
15645_0,63,8,2,9,16,4
15646_0,11,128,0,6,2,1
15648_0,41,128,0,5,10,1.5
15649_0,19,128,0,7,3,1
15650_0,11,128,0,6,2,1
15651_0,12,128,0,7,2,1
15654_0,50,128,0,4,12,2
15656_0,41,128,2,4,10,1
15657_0,31,129,2,6,7,2
15658_0,9,136,0,0,1,0
15659_0,37,128,0,5,9,2
15660_0,11,128,2,7,2,1
15661_0,59,128,0,4,16,2
15662_0,36,128,2,5,7,1
15663_0,10,136,0,6,2,1
15664_0,19,128,0,7,3,1.5
15665_0,48,132,2,5,10,2
15667_0,69,0,18,8,20,9
15668_0,38,129,2,5,7,1
15669_0,11,136,0,6,2,1
15670_0,20,130,2,4,3,1
15672_0,55,128,2,4,12,2
15674_0,56,1,2,10,9,4
15677_0,22,128,0,8,4,2
15678_0,16,128,0,7,3,1
15679_0,47,128,0,5,10,2
15680_0,8,128,0,0,1,0
15681_0,67,8,2,9,17,5
15682_0,39,128,0,5,9,2
15683_0,11,136,2,5,2,1
15684_0,28,128,2,5,5,1
15685_0,33,136,2,4,6,1
15686_0,16,128,0,7,2,1
15687_0,52,128,2,3,10,1
15688_0,36,136,0,7,7,1
15689_0,13,136,2,7,2,1
15690_0,13,128,2,7,2,1
15691_0,29,128,0,6.5,7,2
15692_0,11,128,2,6,2,1
15693_0,43,4,2,9,9,3
15694_0,13,136,2,5,2,1
15696_0,47,128,2,5,9,1
15697_0,44,136,2,4,7,1
15698_0,52,136,2,4,12,2
15699_0,31,128,2,6,6,1
15700_0,9,128,0,0,1,0
15704_0,11,136,2,5,2,1
15705_0,71,0,2,9,21,10
15706_0,7,136,0,0,1,0
15707_0,37,128,2,5,7,2
15708_0,60,1,0,9,15,5
15709_0,25,128,0,7,5,2
15710_0,42,128,2,5,8,1
15714_0,44,128,0,5,9,1
15716_0,38,128,2,5,8,1
15717_0,47,128,0,3,8,1
15718_0,21,128,2,7,4,2
15719_0,18,128,2,8,3,2
15720_0,12,160,0,5,2,1
15721_0,29,136,2,0,4,0
15722_0,9,136,2,0,2,0
15723_0,7,160,0,0,1,0
15724_0,49,128,2,5,10,2
15725_0,74,0,2,8,22,10
15726_0,12,128,0,7,2,1
15727_0,31,128,2,6.5,7,2
15728_0,47,129,0,4,10,1.5
15730_0,9,136,0,0,1,0
15732_0,29,2,2,8,5,2
15735_0,14,128,0,7,2,1
15736_0,11,136,2,6,2,1
15737_0,83,0,10,6,27,11
15738_0,21,136,2,5.5,3,1
15739_0,38,128,2,3,7,1
15740_0,80,0,8,7,26,11
15741_0,9,136,2,0,1,0
15742_0,80,8,8,7,28,10
15743_0,20,136,16,4,3,1
15744_0,27,128,0,6,5,1
15745_0,54,128,0,4,14,2
15746_0,37,128,0,5,7,1
15747_0,76,0,2,9,24,11
15749_0,10,128,0,0,1,0
15751_0,76,0,2,9,24,11
15752_0,15,128,2,7,2,1
15753_0,20,136,0,5,3,1
15754_0,10,160,2,0,1,0
15755_0,14,128,0,7,2,1
15756_0,10,128,2,0,1,0
15757_0,48,4,0,8,9,2
15758_0,30,128,0,7,5,2
15761_0,45,136,2,4,8,1
15762_0,19,128,0,9,3,1
15763_0,29,128,2,6,5,1
15764_0,7,128,2,0,1,0
15765_0,15,128,0,7,2,1
15768_0,34,128,2,6,7,2
15769_0,30,136,0,4,5,1
15770_0,62,136,2,4,17,2
15771_0,58,128,2,4,16,2
15772_0,59,4,0,9,13,4
15773_0,29,5,97,8,6,4
15774_0,17,128,2,8,3,1
15776_0,36,8,2,9,6,2
15777_0,73,129,2,3,25,3
15779_0,20,128,0,8,3,2
15780_0,26,136,0,6,4,1
15781_0,20,136,2,5,3,1
15785_0,38,129,0,5,7,1
15787_0,19,128,0,7,3,1
15788_0,67,8,2,9,17,4
15789_0,31,128,2,5,7,1
15790_0,40,128,2,5,7,1
15791_0,27,129,0,6,5,1
15794_0,27,136,2,4,5,1
15795_0,32,128,0,6,8,2
15796_0,38,128,2,5,8,1
15797_0,41,128,0,4,10,1
15798_0,31,128,0,7,6,1
15799_0,41,128,0,5,10,2
15800_0,47,128,0,4,12,2
15802_0,7,136,0,0,1,0
15803_0,52,128,2,4,14,2
15804_0,63,129,2,4,15,2
15806_0,47,128,0,5,12,2
15807_0,16,136,2,7,2,1
15809_0,13,128,0,7,2,1
15810_0,44,128,0,5,11,2
15811_0,47,128,2,5,12,2
15813_0,75,0,2,8,24,11
15814_0,12,136,0,7,2,1
15815_0,28,128,2,6,5,1
15816_0,25,128,2,6,5,1
15817_0,12,128,0,7,2,1
15818_0,22,136,2,6,3,1
15820_0,19,128,0,8,3,1
15821_0,13,128,0,7,2,1
15822_0,60,4,2,9,16,4.5
15823_0,29,128,2,6,5,1
15824_0,44,129,2,5,11,2
15825_0,31,128,0,6,8,2
15828_0,32,128,2,6,6,1
15829_0,77,0,2,7,23,11
15830_0,32,128,0,5,8,1
